,Random_Knn,Random_Lightgbm,Random_GradientBoosting,Random_Catboost,Uncertainty_Knn,Uncertainty_Lightgbm,Uncertainty_GradientBoosting,Uncertainty_Catboost,Entropy_Knn,Entropy_Lightgbm,Entropy_GradientBoosting,Entropy_Catboost,Margin_Knn,Margin_Lightgbm,Margin_GradientBoosting,Margin_Catboost,Knn_light,Knn_gradient,Knn_catboost,light_gradient,light_catboost,gradient_catboost,lg_gb_cb,Knn_gb_cb,Knn_lg_cb,Knn_lg_gb,Knn_lg_gb_cb
90,0.83632287,0.0,0.0,0.969551436,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.889281623,0.856829439,0.907432564,0.0,0.979374921,0.979374921,0.979374921,0.926565875,0.868246322,0.856829439,0.990283839
91,0.837636369,0.0,0.0,0.96928,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.888641352,0.856829439,0.908315289,0.0,0.981532516,0.981532516,0.981534856,0.926318545,0.869831946,0.856829439,0.988804071
92,0.837636369,0.0,0.0,0.970975071,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.84651318,0.0,0.0,0.994868199,0.888423532,0.856829439,0.909443099,0.0,0.983432779,0.983432779,0.983432779,0.926864401,0.8699057,0.856829439,0.993740419
93,0.837636369,0.0,0.0,0.971948252,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.887889161,0.865024498,0.915254237,0.0,0.983893469,0.983893469,0.982989642,0.934264825,0.8699057,0.865024498,0.993677353
94,0.839337567,0.0,0.0,0.972934929,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.884741259,0.872308563,0.916007969,0.0,0.983735455,0.983735455,0.983735455,0.933302967,0.8699057,0.872308563,0.99057625
95,0.839337567,0.0,0.0,0.971765158,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.847397726,0.0,0.0,0.994868199,0.889728884,0.872308563,0.916047716,0.0,0.979789048,0.979789048,0.979572507,0.933181522,0.871231627,0.872308563,0.992909614
96,0.839337567,0.0,0.0,0.970042248,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.890971429,0.872308563,0.915985322,0.0,0.980203656,0.980203656,0.980203656,0.938137322,0.871231627,0.872308563,0.99345027
97,0.839337567,0.0,0.0,0.971355417,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.890971429,0.873433292,0.917240049,0.0,0.982063633,0.982063633,0.981878089,0.938157341,0.876498917,0.873433292,0.993321617
98,0.839337567,0.0,0.0,0.97066735,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.853705295,0.0,0.0,0.994963341,0.888794788,0.873433292,0.91783155,0.0,0.983301587,0.983301587,0.983301587,0.938319573,0.876498917,0.873433292,0.993644812
99,0.839337567,0.0,0.0,0.970919805,0.853705295,0.0,0.0,0.994931625,0.853705295,0.0,0.0,0.994931625,0.853705295,0.0,0.0,0.994931625,0.888650057,0.873433292,0.920329582,0.0,0.983494159,0.983494159,0.983495207,0.938246818,0.880153281,0.873433292,0.993709085
100,0.839337567,0.0,0.0,0.969989762,0.853705295,0.0,0.0,0.994931625,0.853705295,0.0,0.0,0.994931625,0.853705295,0.0,0.0,0.994931625,0.888816475,0.877735873,0.920725455,0.0,0.986948494,0.986948494,0.986948494,0.935177968,0.880153281,0.877735873,0.993709085
101,0.841001375,0.0,0.0,0.970762481,0.854024737,0.0,0.0,0.994963341,0.854024737,0.0,0.0,0.994963341,0.854024737,0.0,0.0,0.994963341,0.886855455,0.876754668,0.918798239,0.0,0.986418143,0.986418143,0.98619944,0.935040519,0.880153281,0.877735873,0.993740419
102,0.841001375,0.0,0.0,0.970719063,0.854024737,0.0,0.0,0.994931625,0.854024737,0.0,0.0,0.994931625,0.854024737,0.0,0.0,0.994931625,0.890428785,0.88074176,0.919920752,0.0,0.98704523,0.98704523,0.98704523,0.934978088,0.880265721,0.877735873,0.993867774
103,0.841001375,0.0,0.0,0.970104347,0.854024737,0.0,0.0,0.994963341,0.854024737,0.0,0.0,0.994963341,0.854024737,0.0,0.0,0.994963341,0.890017582,0.881976572,0.921305305,0.0,0.985161885,0.985161885,0.984786406,0.938375169,0.880265721,0.876754668,0.993867774
104,0.841001375,0.0,0.0,0.970828397,0.855066239,0.0,0.0,0.994963662,0.855066239,0.0,0.0,0.994963662,0.855066239,0.0,0.0,0.994963662,0.89238005,0.881976572,0.917435897,0.0,0.986692136,0.986692136,0.986692136,0.937815126,0.880265721,0.876754668,0.993835638
105,0.841071885,0.0,0.0,0.970201325,0.855066239,0.0,0.0,0.994900561,0.855066239,0.0,0.0,0.994900561,0.855066239,0.0,0.0,0.994900561,0.892350905,0.88789121,0.918970814,0.0,0.985659321,0.985659321,0.98525205,0.937683734,0.880265721,0.88074176,0.993803105
106,0.841071885,0.0,0.0,0.970817868,0.854912339,0.0,0.0,0.994963662,0.854912339,0.0,0.0,0.994963662,0.854912339,0.0,0.0,0.994963662,0.892350905,0.888412017,0.920628834,0.0,0.986900674,0.986900674,0.986900674,0.937829362,0.880265721,0.88665822,0.993738819
107,0.841071885,0.0,0.0,0.97331924,0.854912339,0.0,0.0,0.994995697,0.854912339,0.0,0.0,0.994995697,0.854912339,0.0,0.0,0.994995697,0.892764185,0.890533316,0.921638099,0.0,0.986858434,0.986858434,0.986733688,0.939520165,0.880265721,0.888773084,0.993738819
108,0.841071885,0.0,0.0,0.971141862,0.854912339,0.0,0.0,0.994868853,0.854912339,0.0,0.0,0.994868853,0.854912339,0.0,0.0,0.994868853,0.889933539,0.887450231,0.924372439,0.0,0.986951817,0.986951817,0.986951817,0.939802685,0.880265721,0.885511187,0.993707076
109,0.843453967,0.0,0.0,0.972416,0.854912339,0.0,0.0,0.994900561,0.854912339,0.0,0.0,0.994900561,0.854912339,0.0,0.0,0.994900561,0.892603916,0.887669275,0.925473388,0.0,0.987106428,0.987106428,0.987043581,0.941708089,0.880265721,0.885511187,0.993835638
110,0.843453967,0.0,0.0,0.970917226,0.854912339,0.0,0.0,0.994963983,0.854912339,0.0,0.0,0.994963983,0.854912339,0.0,0.0,0.994963983,0.89141554,0.887669275,0.91332102,0.0,0.986889002,0.986889002,0.986889002,0.941560119,0.880265721,0.88368748,0.993706673
111,0.843453967,0.0,0.0,0.973510145,0.854912339,0.0,0.0,0.994995697,0.854912339,0.0,0.0,0.994995697,0.854912339,0.0,0.0,0.994995697,0.892158458,0.884410622,0.917029722,0.0,0.987141129,0.987141129,0.987173366,0.942142349,0.880879149,0.88368748,0.993835638
112,0.843453967,0.0,0.0,0.97265001,0.854912339,0.0,0.0,0.994963983,0.854912339,0.0,0.0,0.994963983,0.854912339,0.0,0.0,0.994963983,0.892428981,0.882039623,0.923387873,0.0,0.986986541,0.986986541,0.986986541,0.943996387,0.880879149,0.883716369,0.993835638
113,0.843453967,0.0,0.0,0.97229332,0.855328858,0.0,0.0,0.994995697,0.855328858,0.0,0.0,0.994995697,0.855328858,0.0,0.0,0.994995697,0.893530909,0.883427195,0.924216195,0.0,0.986439167,0.986439167,0.986345842,0.944170295,0.880879149,0.883716369,0.993674526
114,0.844041434,0.0,0.0,0.971379178,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.893925066,0.88473419,0.925387473,0.0,0.986595345,0.986595345,0.986595345,0.945108169,0.880879149,0.883716369,0.993643594
115,0.846534653,0.0,0.0,0.97234315,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.883613584,0.8908709,0.926277325,0.0,0.987017946,0.987017946,0.986986541,0.946981898,0.88899667,0.881402679,0.993740419
116,0.846279719,0.0,0.0,0.972032677,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.885760337,0.8908709,0.926232918,0.0,0.986855088,0.986855088,0.986855088,0.947253172,0.893454218,0.881402679,0.993835638
117,0.846279719,0.0,0.0,0.977012234,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.855328858,0.0,0.0,0.994996016,0.889559089,0.895546402,0.927429352,0.0,0.98684839,0.98684839,0.98684839,0.949350816,0.893454218,0.878880058,0.993803501
118,0.84816452,0.0,0.0,0.974932511,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.884961588,0.893319975,0.928443991,0.0,0.986881488,0.986881488,0.986881488,0.948628814,0.893482944,0.878880058,0.993803501
119,0.84816452,0.0,0.0,0.97399178,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.886979989,0.890792015,0.927910095,0.0,0.987288541,0.987288541,0.98728935,0.952651637,0.898123839,0.880480441,0.993835638
120,0.84816452,0.0,0.0,0.973970049,0.855328858,0.0,0.0,0.994932271,0.855328858,0.0,0.0,0.994932271,0.855328858,0.0,0.0,0.994932271,0.895946295,0.892406085,0.928457464,0.0,0.986633569,0.986633569,0.970704118,0.952565594,0.898123839,0.880480441,0.993835638
121,0.84816452,0.0,0.0,0.976559985,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.855328858,0.0,0.0,0.994964304,0.891236556,0.892574785,0.928439667,0.0,0.985598474,0.985598474,0.965192491,0.953923593,0.898688,0.880663563,0.993803501
122,0.84816452,0.0,0.0,0.974062289,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.890478461,0.892681982,0.930451967,0.0,0.985245485,0.985245485,0.761454168,0.953779614,0.898688,0.880663563,0.993740419
123,0.849822474,0.0,0.0,0.974074909,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.894653427,0.896500324,0.931758698,0.0,0.979991782,0.979991782,0.769226025,0.953699222,0.898688,0.880663563,0.993740419
124,0.849822474,0.0,0.0,0.971599114,0.852452545,0.0,0.0,0.994964304,0.852452545,0.0,0.0,0.994964304,0.852452545,0.0,0.0,0.994964304,0.89758567,0.898447607,0.915770668,0.0,0.985813347,0.985813347,0.772973811,0.953957345,0.898688,0.880663563,0.993835638
125,0.850012798,0.0,0.0,0.972271197,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.897213843,0.898696931,0.922744567,0.0,0.983614886,0.983614886,0.776546055,0.953867991,0.898688,0.881360375,0.993835638
126,0.847295079,0.0,0.0,0.973558233,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.852452545,0.0,0.0,0.994996016,0.896723647,0.898469289,0.926442246,0.0,0.980853824,0.980853824,0.781986954,0.952387109,0.898688,0.881360375,0.993867774
127,0.847295079,0.0,0.0,0.973540881,0.852452545,0.0,0.0,0.994611485,0.852452545,0.0,0.0,0.994611485,0.852452545,0.0,0.0,0.994611485,0.896959132,0.903041581,0.927406932,0.0,0.986729466,0.986729466,0.791882364,0.952824393,0.89687989,0.881433673,0.993867774
128,0.847295079,0.0,0.0,0.975678806,0.854315123,0.0,0.0,0.994065093,0.854315123,0.0,0.0,0.994065093,0.854315123,0.0,0.0,0.994065093,0.896959132,0.902428058,0.929536865,0.0,0.986931021,0.986931021,0.792561983,0.958649518,0.89687989,0.881433673,0.993867774
129,0.847295079,0.0,0.0,0.975210869,0.85468678,0.0,0.0,0.994514956,0.85468678,0.0,0.0,0.994514956,0.85468678,0.0,0.0,0.994514956,0.897915657,0.902197273,0.930158223,0.0,0.9871015,0.9871015,0.794253496,0.954275381,0.89687989,0.881433673,0.993867774
130,0.847295079,0.0,0.0,0.973093016,0.854827552,0.0,0.0,0.994803456,0.854827552,0.0,0.0,0.994803456,0.854827552,0.0,0.0,0.994803456,0.901371611,0.901623626,0.930783009,0.0,0.982741117,0.982741117,0.826607421,0.957881528,0.89687989,0.881433673,0.993867774
131,0.847295079,0.0,0.0,0.971957808,0.854827552,0.0,0.0,0.995026779,0.854827552,0.0,0.0,0.995026779,0.854827552,0.0,0.0,0.995026779,0.901614044,0.898455868,0.931893209,0.0,0.987067593,0.987067593,0.833935501,0.957442699,0.89687989,0.882385675,0.993867774
132,0.847295079,0.0,0.0,0.973690998,0.854827552,0.0,0.0,0.995218057,0.854827552,0.0,0.0,0.995218057,0.854827552,0.0,0.0,0.995218057,0.901303899,0.903421616,0.93223543,0.0,0.987163561,0.987163561,0.837803321,0.957658499,0.89687989,0.882385675,0.993835638
133,0.847295079,0.0,0.0,0.978156358,0.854827552,0.0,0.0,0.995281515,0.854827552,0.0,0.0,0.995281515,0.854827552,0.0,0.0,0.995281515,0.90202921,0.904667392,0.933363206,0.0,0.98490578,0.98490578,0.837803321,0.958283748,0.894676074,0.882385675,0.993867774
134,0.847295079,0.0,0.0,0.971212655,0.854827552,0.0,0.0,0.9953432,0.854827552,0.0,0.0,0.9953432,0.854827552,0.0,0.0,0.9953432,0.902775985,0.904667392,0.93433084,0.0,0.986808565,0.986808565,0.838525197,0.960650239,0.894676074,0.882385675,0.993835638
135,0.847458718,0.0,0.0,0.969901168,0.854827552,0.0,0.0,0.995118839,0.854827552,0.0,0.0,0.995118839,0.854827552,0.0,0.0,0.995118839,0.903563467,0.902500559,0.933329064,0.0,0.986938515,0.986938515,0.840057977,0.96502091,0.892162188,0.878051991,0.993835638
136,0.847458718,0.0,0.0,0.970915504,0.854827552,0.0,0.0,0.995567461,0.854827552,0.0,0.0,0.995567461,0.854827552,0.0,0.0,0.995567461,0.901268758,0.902356472,0.93421642,0.0,0.986310092,0.986310092,0.840057977,0.96488213,0.892162188,0.880065681,0.993867774
137,0.850965548,0.0,0.0,0.96967363,0.854827552,0.0,0.0,0.99553543,0.854827552,0.0,0.0,0.99553543,0.854827552,0.0,0.0,0.99553543,0.901268758,0.902527076,0.934795817,0.0,0.984258965,0.984258965,0.856691073,0.964848563,0.893768432,0.880065681,0.993867774
138,0.851823367,0.0,0.0,0.969535488,0.854827552,0.0,0.0,0.99553543,0.854827552,0.0,0.0,0.99553543,0.854827552,0.0,0.0,0.99553543,0.903446716,0.900406184,0.937107119,0.0,0.986665818,0.986665818,0.856720523,0.964245121,0.896290641,0.880065681,0.993867774
139,0.851823367,0.0,0.0,0.97204949,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.903446716,0.904085994,0.93749601,0.0,0.987266824,0.987266824,0.851344426,0.965173162,0.89663753,0.880323078,0.993867774
140,0.851823367,0.0,0.0,0.970762861,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.903446716,0.9036933,0.939204963,0.0,0.983896532,0.983896532,0.851186,0.965173162,0.89663753,0.880901534,0.993867774
141,0.851823367,0.0,0.0,0.970447618,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.854865274,0.0,0.0,0.99553543,0.904225443,0.906051873,0.938296918,0.0,0.982396258,0.982396258,0.85131534,0.965340762,0.896378013,0.880901534,0.993867774
142,0.850780087,0.0,0.0,0.971008915,0.854188006,0.0,0.0,0.995535145,0.854188006,0.0,0.0,0.995535145,0.854188006,0.0,0.0,0.995535145,0.903534586,0.906022862,0.938296918,0.0,0.98780449,0.98780449,0.851373514,0.965240209,0.896378013,0.829987683,0.993867774
143,0.850780087,0.0,0.0,0.97199436,0.854188006,0.0,0.0,0.99553486,0.854188006,0.0,0.0,0.99553486,0.854188006,0.0,0.0,0.99553486,0.905445976,0.906022862,0.927744071,0.0,0.986775437,0.986775437,0.851364739,0.964597462,0.896378013,0.832554101,0.993867774
144,0.850780087,0.0,0.0,0.970550494,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.907311124,0.906382572,0.93034697,0.0,0.987648033,0.987648033,0.854546701,0.965315856,0.896378013,0.835853928,0.993867774
145,0.850780087,0.0,0.0,0.971869794,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.908015304,0.903531356,0.935081671,0.0,0.98676616,0.98676616,0.854546701,0.965315856,0.896483566,0.836022137,0.993772555
146,0.851003236,0.0,0.0,0.970048743,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.854188006,0.0,0.0,0.995566895,0.909126026,0.906163313,0.936486486,0.0,0.986979084,0.986979084,0.854546701,0.965852709,0.89705554,0.832904541,0.993867774
147,0.856407751,0.0,0.0,0.972851838,0.854377271,0.0,0.0,0.995535145,0.854377271,0.0,0.0,0.995535145,0.854377271,0.0,0.0,0.995535145,0.910076469,0.905737443,0.938365184,0.0,0.987528633,0.987528633,0.854546701,0.967860957,0.895281641,0.832904541,0.993867774
148,0.856407751,0.0,0.0,0.971316861,0.854377271,0.0,0.0,0.995535145,0.854377271,0.0,0.0,0.995535145,0.854377271,0.0,0.0,0.995535145,0.908282699,0.906658171,0.939216945,0.0,0.98673031,0.98673031,0.840086294,0.968611318,0.895281641,0.839457111,0.993867774
149,0.861672124,0.0,0.0,0.973253467,0.854377271,0.0,0.0,0.995566895,0.854377271,0.0,0.0,0.995566895,0.854377271,0.0,0.0,0.995566895,0.910650051,0.907215182,0.940159404,0.0,0.986150816,0.986150816,0.925081224,0.971908298,0.896810985,0.837156194,0.993835638
150,0.861672124,0.0,0.0,0.973715383,0.854377271,0.0,0.0,0.995598928,0.854377271,0.0,0.0,0.995598928,0.854377271,0.0,0.0,0.995598928,0.908593499,0.90546981,0.941689933,0.0,0.987178263,0.987178263,0.889290556,0.970011944,0.897443245,0.854127403,0.993740419
151,0.861672124,0.0,0.0,0.972940084,0.854377271,0.0,0.0,0.995598928,0.854377271,0.0,0.0,0.995598928,0.854377271,0.0,0.0,0.995598928,0.910101887,0.907794225,0.937316515,0.0,0.986785544,0.986785544,0.854497445,0.971417486,0.897513452,0.846449071,0.993740419
152,0.861672124,0.0,0.0,0.973431498,0.854631374,0.0,0.0,0.995598928,0.854631374,0.0,0.0,0.995598928,0.854631374,0.0,0.0,0.995598928,0.91102882,0.908888959,0.938035979,0.0,0.987266824,0.987266824,0.890423072,0.971831441,0.897478349,0.854751861,0.993740419
153,0.861672124,0.0,0.0,0.972446495,0.855232231,0.0,0.0,0.995503396,0.855232231,0.0,0.0,0.995503396,0.855232231,0.0,0.0,0.995503396,0.912849198,0.909759422,0.940120338,0.0,0.987585153,0.987585153,0.934510105,0.970774194,0.897478349,0.854869139,0.993835638
154,0.861672124,0.0,0.0,0.97269264,0.855232231,0.0,0.0,0.995566895,0.855232231,0.0,0.0,0.995566895,0.855232231,0.0,0.0,0.995566895,0.911164079,0.908958485,0.940306188,0.0,0.986840848,0.986840848,0.963616738,0.969898383,0.897478349,0.862233601,0.993772555
155,0.861672124,0.0,0.0,0.9730821,0.857247171,0.0,0.0,0.995503396,0.857247171,0.0,0.0,0.995503396,0.857247171,0.0,0.0,0.995503396,0.911759972,0.908958485,0.940170391,0.0,0.987077472,0.987077472,0.964966234,0.972087068,0.897583649,0.862323103,0.993772555
156,0.861672124,0.0,0.0,0.973232582,0.857247171,0.0,0.0,0.995535145,0.857247171,0.0,0.0,0.995535145,0.857247171,0.0,0.0,0.995535145,0.91277499,0.910232824,0.940090977,0.0,0.986756654,0.986756654,0.965228692,0.97435567,0.897583649,0.844899481,0.993772555
157,0.861672124,0.0,0.0,0.973491041,0.857247171,0.0,0.0,0.995535145,0.857247171,0.0,0.0,0.995535145,0.857247171,0.0,0.0,0.995535145,0.917957251,0.910232824,0.94033028,0.0,0.987584363,0.987584363,0.96526149,0.977054463,0.898372307,0.853200959,0.993772555
158,0.859532421,0.0,0.0,0.972260527,0.857247171,0.0,0.0,0.99553486,0.857247171,0.0,0.0,0.99553486,0.857247171,0.0,0.0,0.99553486,0.917957251,0.90820089,0.94044433,0.0,0.987142766,0.987142766,0.97123196,0.97015068,0.899462827,0.853200959,0.993772555
159,0.865817507,0.0,0.0,0.97021058,0.857247171,0.0,0.0,0.995502536,0.857247171,0.0,0.0,0.995502536,0.857247171,0.0,0.0,0.995502536,0.918358199,0.909691141,0.93685596,0.0,0.987803713,0.987803713,0.97018953,0.97726248,0.90040728,0.865557601,0.993867774
160,0.865817507,0.0,0.0,0.971135014,0.857247171,0.0,0.0,0.99553486,0.857247171,0.0,0.0,0.99553486,0.857247171,0.0,0.0,0.99553486,0.918247053,0.910026687,0.938000193,0.0,0.987740806,0.987740806,0.973017691,0.977126819,0.90040728,0.840036409,0.993867774
161,0.865817507,0.0,0.579857398,0.971033068,0.857247171,0.0,0.0,0.995566895,0.857247171,0.0,0.0,0.995566895,0.857247171,0.0,0.0,0.995566895,0.921144096,0.911133745,0.939237899,0.0,0.987396563,0.987396563,0.974120939,0.977402405,0.896287057,0.847721782,0.993867774
162,0.863056808,0.0,0.556362658,0.970375838,0.857247171,0.0,0.792184273,0.99563096,0.857247171,0.0,0.792184273,0.99563096,0.857247171,0.0,0.792184273,0.99563096,0.920190494,0.911501892,0.940660757,0.778990069,0.987963317,0.987963317,0.974323122,0.977873684,0.898209327,0.847721782,0.993867774
163,0.862864858,0.0,0.75194942,0.974984825,0.861604164,0.0,0.815626738,0.995630681,0.861604164,0.0,0.815626738,0.995630681,0.861604164,0.0,0.815626738,0.995630681,0.920365285,0.906741717,0.94047236,0.826634832,0.987743147,0.987743147,0.976177637,0.968892867,0.898631186,0.847711417,0.993899907
164,0.862837121,0.0,0.75194942,0.974088629,0.861604164,0.0,0.815626738,0.99553486,0.861604164,0.0,0.815626738,0.99553486,0.861604164,0.0,0.815626738,0.99553486,0.921071132,0.90925335,0.941077983,0.833433634,0.98768026,0.98768026,0.97611268,0.967989266,0.898209327,0.847721782,0.993867774
165,0.862837121,0.0,0.75194942,0.974744246,0.861604164,0.0,0.818035638,0.995566612,0.861604164,0.0,0.818035638,0.995566612,0.861604164,0.0,0.818035638,0.995566612,0.920738536,0.905697887,0.941407634,0.833433634,0.987521487,0.987521487,0.976177637,0.97216915,0.898771734,0.874395188,0.993867774
166,0.862837121,0.0,0.75194942,0.974744246,0.861604164,0.0,0.81799685,0.995566612,0.861604164,0.0,0.81799685,0.995566612,0.861604164,0.0,0.81799685,0.995566612,0.921315983,0.905197798,0.939946433,0.833433634,0.987209672,0.987209672,0.976177637,0.972094214,0.898349982,0.874395188,0.993867774
167,0.862837121,0.0,0.75194942,0.982443798,0.861604164,0.0,0.81799685,0.995598648,0.861604164,0.0,0.81799685,0.995598648,0.861604164,0.0,0.81799685,0.995598648,0.922487305,0.905266518,0.941896418,0.835405704,0.987464206,0.987464206,0.976372459,0.975067472,0.898560899,0.874395188,0.993867774
168,0.862837121,0.0,0.75194942,0.982373228,0.861945899,0.0,0.824288124,0.995470494,0.861945899,0.0,0.824288124,0.995470494,0.861945899,0.0,0.824288124,0.995470494,0.921003155,0.905266518,0.942013587,0.827391622,0.987798273,0.987798273,0.976339994,0.978653424,0.898349982,0.874431985,0.993867774
169,0.862617754,0.0,0.75194942,0.982816991,0.861945899,0.0,0.824299745,0.995470494,0.861945899,0.0,0.824299745,0.995470494,0.861945899,0.0,0.824299745,0.995470494,0.922767472,0.906221044,0.94161995,0.82769384,0.987867401,0.987867401,0.975718281,0.979158601,0.89820665,0.874431985,0.993867774
170,0.862839685,0.0,0.75194942,0.983286997,0.861945899,0.0,0.824288124,0.995438451,0.861945899,0.0,0.824288124,0.995438451,0.861945899,0.0,0.824288124,0.995438451,0.923351841,0.905930274,0.941930497,0.827391622,0.992448967,0.992448967,0.975553931,0.980280597,0.89820665,0.874517753,0.993867774
171,0.862839685,0.0,0.75194942,0.983641127,0.861945899,0.0,0.824288124,0.99553429,0.861945899,0.0,0.824288124,0.99553429,0.861945899,0.0,0.824288124,0.99553429,0.925375036,0.905930274,0.942985843,0.835472735,0.992417213,0.992417213,0.975881026,0.977312278,0.898628389,0.876122436,0.993867774
172,0.862839685,0.0,0.751784155,0.98323273,0.861945899,0.0,0.824288124,0.995502823,0.861945899,0.0,0.824288124,0.995502823,0.861945899,0.0,0.824288124,0.995502823,0.925765582,0.906667521,0.942985843,0.827391622,0.992227731,0.992227731,0.976693973,0.979174066,0.892922426,0.876093151,0.993867774
173,0.862839685,0.0,0.75194942,0.982860426,0.861945899,0.0,0.824288124,0.995534575,0.861945899,0.0,0.824288124,0.995534575,0.861945899,0.0,0.824288124,0.995534575,0.926975425,0.906667521,0.943238463,0.835444735,0.991582653,0.991582653,0.976695453,0.977310816,0.894659324,0.880680532,0.993709085
174,0.862839685,0.0,0.75194942,0.982912262,0.861945899,0.0,0.824288124,0.995502823,0.861945899,0.0,0.824288124,0.995502823,0.861945899,0.0,0.824288124,0.995502823,0.924572342,0.906667521,0.943223856,0.835444735,0.992352734,0.992352734,0.976727942,0.978364456,0.894234465,0.898507932,0.993709085
175,0.862839685,0.0,0.75194942,0.982997863,0.861945899,0.0,0.831714886,0.995534575,0.861945899,0.0,0.831714886,0.995534575,0.861945899,0.0,0.831714886,0.995534575,0.92570589,0.906667521,0.943665595,0.835405704,0.992416243,0.992416243,0.977054175,0.981778519,0.896637689,0.900349705,0.993709085
176,0.862867434,0.0,0.751784155,0.984233372,0.861945899,0.0,0.826611833,0.99556633,0.861945899,0.0,0.826611833,0.99556633,0.861945899,0.0,0.826611833,0.99556633,0.921827867,0.906667521,0.944843353,0.795109884,0.992195996,0.992195996,0.978705875,0.979119529,0.896271663,0.909931285,0.993740819
177,0.862832001,0.0,0.781398847,0.983178525,0.860025805,0.0,0.831714886,0.995566612,0.860025805,0.0,0.831714886,0.995566612,0.860025805,0.0,0.831714886,0.995566612,0.922657603,0.906667521,0.944932574,0.829843193,0.991937548,0.991937548,0.979299867,0.979805486,0.896448096,0.905172414,0.993709085
178,0.862832001,0.0,0.781398847,0.985342488,0.860025805,0.0,0.831714886,0.99556633,0.860025805,0.0,0.831714886,0.99556633,0.860025805,0.0,0.831714886,0.99556633,0.925379818,0.908527033,0.945475638,0.829843193,0.992195496,0.992195496,0.979383729,0.979093289,0.896271663,0.908207716,0.993804292
179,0.862832001,0.0,0.781398847,0.983568899,0.860025805,0.0,0.831714886,0.995566612,0.860025805,0.0,0.831714886,0.995566612,0.860025805,0.0,0.831714886,0.995566612,0.926547174,0.908527033,0.94567949,0.836695646,0.992098781,0.992098781,0.979249168,0.978077681,0.896771521,0.915977961,0.993804292
180,0.863091401,0.0,0.781398847,0.984081411,0.860138935,0.0,0.831714886,0.995566612,0.860138935,0.0,0.831714886,0.995566612,0.860138935,0.0,0.831714886,0.995566612,0.927614113,0.908527033,0.946989192,0.836656596,0.99187408,0.99187408,0.979247853,0.979339778,0.93641842,0.915910087,0.993709085
181,0.862284316,0.0,0.751784155,0.983172924,0.861833196,0.0,0.831714886,0.995598648,0.861833196,0.0,0.831714886,0.995598648,0.861833196,0.0,0.831714886,0.995598648,0.927275051,0.908527033,0.9475647,0.836656596,0.992227731,0.992227731,0.979215512,0.978910312,0.936319691,0.914941522,0.99367695
